id,file,subject,topic,category,risk,action,quality,problem,question_preview
math-staging-043,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,70,Duplicate or near-identical answer choices | Exact duplicate of math-v1-143,"What is the greatest common factor of 3x^2 + 6x - 9, 6x^2 - 21x + 15, and 6x^3 - 6?"
math-staging-044,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-144,"What is the equation of the line that passes through (-2, -5) and is parallel to the line 5x - 4y = 2?"
math-staging-045,src/data/stagingQuestions/mathStaging.ts,Mathematics,Geometry,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-145,"Two triangles have two pairs of corresponding sides congruent. If the included angles between those sides are also congruent, which congruence postulate proves that the triangles are congruent?"
math-staging-046,src/data/stagingQuestions/mathStaging.ts,Mathematics,Geometry,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-146,"Given R is the midpoint of MS and TR is perpendicular to MS, which statement would NOT be used to prove TM ≅ TS?"
math-staging-047,src/data/stagingQuestions/mathStaging.ts,Mathematics,Geometry,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-147,"The side lengths 27, 36, and 45 form what type of triangle?"
math-staging-048,src/data/stagingQuestions/mathStaging.ts,Mathematics,Geometry,Math,MEDIUM,REMOVE,100,Exact duplicate of math-v1-148,A square is inscribed in a circle so that the distance from the center to one side is 7. What is the area of the shaded region between the circle and the square?
math-staging-049,src/data/stagingQuestions/mathStaging.ts,Mathematics,Geometry,Math,MEDIUM,REMOVE,70,Duplicate or near-identical answer choices | Exact duplicate of math-v1-149,"What is the distance from the point (2, 3) to the line x - y = 5?"
math-staging-050,src/data/stagingQuestions/mathStaging.ts,Mathematics,Algebra,Math,MEDIUM,REMOVE,70,Duplicate or near-identical answer choices | Exact duplicate of math-v1-150,What value of x gives the maximum value for the quadratic expression -7x^2 + 7x + 3?
science-staging-001,src/data/stagingQuestions/scienceStaging.ts,Science,Chemistry,Science,MEDIUM,REMOVE,100,Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/Math and Science Post Exam.txt | Exact duplicate of science-v1-101,Chlorine melts at -101°C and boils at -34.5°C. In what state does it exist at 0°C?
science-staging-002,src/data/stagingQuestions/scienceStaging.ts,Science,Geology,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-053,Which type of rock forms from cooled magma or lava?
science-staging-003,src/data/stagingQuestions/scienceStaging.ts,Science,Chemistry,Science,MEDIUM,REMOVE,70,Duplicate or near-identical answer choices | Exact duplicate of science-v1-103,What is the equivalent of 1.00 kg/cm³ in grams per cubic meter?
science-staging-004,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-104,Which of the following is a vector quantity?
science-staging-005,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-105,"Four cyclists travel from the same intersection with displacement vectors A = 2.0 km west, B = 1.6 km north, C = 2.0 km east, and D = 2.4 km south. What is the resultant displacement?"
science-staging-006,src/data/stagingQuestions/scienceStaging.ts,Science,Biology,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-106,A student tests mouthwashes on paper circles placed on nutrient agar. Which change would improve the experiment?
science-staging-007,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-107,"If an object moves equal distances in equal times, it is moving at a constant what?"
science-staging-008,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-108,"Whenever one particle exerts a force on a second particle, the second particle exerts an equal force on the first in what direction?"
science-staging-009,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-109,"Given equal volumes, which mass yields the highest density?"
science-staging-010,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-110,"On a planet with no air resistance, a pair of handcuffs and a handkerchief are dropped together. Which hits the ground first?"
science-staging-011,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-111,A 50-kg table is pushed with 50 N while friction of 50 N opposes motion. What is its acceleration?
science-staging-012,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-112,"On a velocity-versus-time graph, what does a horizontal straight line indicate about acceleration?"
science-staging-013,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-113,"If you pull a cart, which force causes you to move forward?"
science-staging-014,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-114,The acceleration due to gravity on Mars is about one-third that on Earth. The weight of a space probe on Mars is about which fraction of its earth weight?
science-staging-015,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-115,"According to the law of conservation of energy, which statement is correct?"
science-staging-016,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-116,A rock sitting at the edge of a cliff has what type of energy because of its position?
science-staging-017,src/data/stagingQuestions/scienceStaging.ts,Science,Astronomy,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-117,The fact that one side of the moon always faces the earth proves what about the moon?
science-staging-018,src/data/stagingQuestions/scienceStaging.ts,Science,Physics,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-118,"You travel east across three time zone boundaries and arrive with your watch reading 3:00 pm. To keep local time, to what should you reset your watch?"
science-staging-019,src/data/stagingQuestions/scienceStaging.ts,Science,Geology,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-119,Which characteristic is true of a mineral?
science-staging-020,src/data/stagingQuestions/scienceStaging.ts,Science,Earth Science,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-120,"During nighttime, how does air temperature over the ocean compare with air temperature over land?"
science-staging-021,src/data/stagingQuestions/scienceStaging.ts,Science,Astronomy,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-121,Why doesn't Venus have seasons like Earth and Mars do?
science-staging-022,src/data/stagingQuestions/scienceStaging.ts,Science,Astronomy,Science,MEDIUM,REMOVE,100,Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/Math and Science Post Exam.txt | Exact duplicate of science-v1-122,What is remarkable about the rotation of Uranus?
science-staging-023,src/data/stagingQuestions/scienceStaging.ts,Science,Geology,Science,MEDIUM,REMOVE,100,Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/Math and Science Post Exam.txt | Exact duplicate of science-v1-123,Which of the following is a sedimentary rock?
science-staging-024,src/data/stagingQuestions/scienceStaging.ts,Science,Earth Science,Science,MEDIUM,REMOVE,100,Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/Math and Science Post Exam.txt | Exact duplicate of science-v1-124,Which layer of the atmosphere is the coldest?
science-staging-025,src/data/stagingQuestions/scienceStaging.ts,Science,Earth Science,Science,MEDIUM,REMOVE,100,Exact duplicate of science-v1-125,What is the source of energy that drives the water cycle?
english-staging-001,src/data/stagingQuestions/englishStaging.ts,English Language,Grammar,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-101,Identify the error in the sentence: The apparent heir to the throne was expected to attend the ceremony.
english-staging-002,src/data/stagingQuestions/englishStaging.ts,English Language,Sentence Correction,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/FilipiKnow Ultimate UPCAT Prep/Ultimate UPCAT Prep 2018 Edition.txt | Exact duplicate of english-v1-102,She had only walked for about fifteen miles when her legs gave out.
english-staging-003,src/data/stagingQuestions/englishStaging.ts,English Language,Grammar,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-103,Rowena announced that the bonus will arrive during the meeting yesterday.
english-staging-004,src/data/stagingQuestions/englishStaging.ts,English Language,Subject-Verb Agreement,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/FilipiKnow Ultimate UPCAT Prep/Ultimate UPCAT Prep 2018 Edition.txt | Exact duplicate of english-v1-104,A large percentage of the class ___ fascinated by the museum.
english-staging-005,src/data/stagingQuestions/englishStaging.ts,English Language,Error Detection,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-105,You do your homework right now or I won't let you go out with your friends.
english-staging-006,src/data/stagingQuestions/englishStaging.ts,English Language,Prepositions,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-106,"Rita resides ___ #312 Mahabagin Street, Teacher\u2019s Village ___ Quezon City."
english-staging-007,src/data/stagingQuestions/englishStaging.ts,English Language,Subjunctive Mood,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-107,"According to Machiavelli, it is not imperative that a ruler ___ good, he just has to appear so."
english-staging-008,src/data/stagingQuestions/englishStaging.ts,English Language,Prepositions,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-108,"Lolita is going to Switzerland ___ May next year. Particularly, she would be leaving ___ eight o\u2019clock a.m ___ New Year\u2019s Day."
english-staging-009,src/data/stagingQuestions/englishStaging.ts,English Language,Possessives,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-109,John and Susie own that yacht. ___ yacht is a beauty.
english-staging-010,src/data/stagingQuestions/englishStaging.ts,English Language,Error Detection,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-110,The doctor as well as some of the best doctors in the Philippines is giving a free medical checkup tomorrow.
english-staging-011,src/data/stagingQuestions/englishStaging.ts,English Language,Pronouns,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-111,Whomsoever wishes to see a ghost is a fool.
english-staging-012,src/data/stagingQuestions/englishStaging.ts,English Language,Adjectives,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-112,Choose the correct completion: You smell very ___.
english-staging-013,src/data/stagingQuestions/englishStaging.ts,English Language,Pronouns,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-113,Sakuragi did a slam dunk and the crowd roared ___ approval.
english-staging-014,src/data/stagingQuestions/englishStaging.ts,English Language,Sentence Correction,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-114,Choose the most correct and effective sentence.
english-staging-015,src/data/stagingQuestions/englishStaging.ts,English Language,Error Detection,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-115,The children were dismayed and depressed by the closing of the zoo.
english-staging-016,src/data/stagingQuestions/englishStaging.ts,English Language,Comparatives,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-116,No one was lovelier or more strikingly intelligent than her at the beauty contest yesterday.
english-staging-017,src/data/stagingQuestions/englishStaging.ts,English Language,Quantifiers,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-117,I used too ___ of the bleach and so the stain remained on the shirt.
english-staging-018,src/data/stagingQuestions/englishStaging.ts,English Language,Subject-Verb Agreement,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 01.txt | Exact duplicate of english-v1-118,Each man and each woman in the audience was affected by the passionate speech.
english-staging-019,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,"Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/UPCAT Reviewer (Sanchez, 2020).txt | Exact duplicate of english-v1-119",The first permanent tooth usually appears about four years after the baby teeth have ___.
english-staging-020,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/FilipiKnow Ultimate UPCAT Prep/Ultimate UPCAT Prep 2018 Edition.txt | Exact duplicate of english-v1-120,The professor took an immaculate handkerchief out of his pocket.
english-staging-021,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-121,The workplace wore a macabre look after the company downsized its staff strength.
english-staging-022,src/data/stagingQuestions/englishStaging.ts,English Language,Grammar,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-122,The conversation with her mother had a more profound affect on her than she expected.
english-staging-023,src/data/stagingQuestions/englishStaging.ts,English Language,Grammar,Language,MEDIUM,REMOVE,100,"Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/UPCAT Reviewer (Sanchez, 2020).txt | Exact duplicate of english-v1-123",The then Prime Minister had issued an order though he was not supposedly to.
english-staging-024,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-124,The interviewer turned his attention to us with a cramped sort of face.
english-staging-025,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 02.txt | Exact duplicate of english-v1-125,"The dog ambled to the door, which was slightly ajar."
english-staging-026,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 02.txt | Exact duplicate of english-v1-126,Harold lumbered at him and clouted him across the head.
english-staging-027,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 02.txt | Exact duplicate of english-v1-127,I thought they were likely to bundle him into a car but the policeman simply led him back to the road.
english-staging-028,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Question opening text appears copied from source TXT: source_reviewers/Simulated UPCAT Booklet/General Mock Test 02.txt | Exact duplicate of english-v1-128,Marc is far too sensible to have done a fatuous thing like that.
english-staging-029,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | References missing visual/table/figure | Legal/source-risk phrase: figure | Exact duplicate of english-v1-129,It is bizarre how often public figures who loudly espouse traditional family values are later caught in scandal.
english-staging-030,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Legal/source-risk phrase: the passage | Exact duplicate of english-v1-130,Which of the following is a synonym of 'vehement' as used in the passage?
english-staging-031,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Legal/source-risk phrase: the passage | Exact duplicate of english-v1-131,The word 'contemned' in the passage is similar in meaning to all of the following EXCEPT:
english-staging-032,src/data/stagingQuestions/englishStaging.ts,English Language,Analogy,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-132,Verbose is to wordy as concise is to ___.
english-staging-033,src/data/stagingQuestions/englishStaging.ts,English Language,Analogy,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-133,Simile is to metaphor as explicit is to ___.
english-staging-034,src/data/stagingQuestions/englishStaging.ts,English Language,Analogies,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-134,Grammar is to correctness as diction is to ___.
english-staging-035,src/data/stagingQuestions/englishStaging.ts,English Language,Logical Language Usage,Logic,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-135,Mendacity is to honesty as arrogance is to ___.
english-staging-036,src/data/stagingQuestions/englishStaging.ts,English Language,Sentence Completion,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-136,The speaker insisted that the report ___ submitted by Friday.
english-staging-037,src/data/stagingQuestions/englishStaging.ts,English Language,Verb Forms,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-137,"She said that by the time she arrived, the meeting ___ already ___."
english-staging-038,src/data/stagingQuestions/englishStaging.ts,English Language,Pronouns,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-138,Neither the students nor the teacher ___ prepared for the exam.
english-staging-039,src/data/stagingQuestions/englishStaging.ts,English Language,Parallel Structure,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-139,"The committee recommended hiring more staff, improving training programs, and ___ the budget."
english-staging-040,src/data/stagingQuestions/englishStaging.ts,English Language,Context Clues,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-140,"The mansion had an air of ostentation, with gold trim and crystal chandeliers everywhere."
english-staging-041,src/data/stagingQuestions/englishStaging.ts,English Language,Grammar,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-141,"If I ___ the answer, I would have told you sooner."
english-staging-042,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-142,The politician\u2019s speech was full of platitudes that sounded comforting but offered no real plan.
english-staging-043,src/data/stagingQuestions/englishStaging.ts,English Language,Sentence Correction,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-143,Choose the most correct sentence.
english-staging-044,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-144,"In the sentence, 'He was accused of embezzling funds, but he insisted that he was innocent,' what does 'innocent' mean?"
english-staging-045,src/data/stagingQuestions/englishStaging.ts,English Language,Analogy,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-145,Plagiarism is to originality as imitation is to ___.
english-staging-046,src/data/stagingQuestions/englishStaging.ts,English Language,Grammar,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-146,The editor recommended that the article ___ revised before publication.
english-staging-047,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-147,The report concluded that the company\u2019s prospects were tenuous at best.
english-staging-048,src/data/stagingQuestions/englishStaging.ts,English Language,Sentence Correction,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-143,Choose the most correct sentence.
english-staging-049,src/data/stagingQuestions/englishStaging.ts,English Language,Vocabulary,Vocabulary,MEDIUM,REMOVE,100,Invalid choices count: 0 | Exact duplicate of english-v1-149,The committee\u2019s decision was deliberate and therefore carried weight.
english-staging-050,src/data/stagingQuestions/englishStaging.ts,English Language,Grammar,Language,MEDIUM,REMOVE,100,Invalid choices count: 0 | Possible OCR/encoding/spacing corruption | Exact duplicate of english-v1-150,"Although he had practiced for weeks, he still found the speech ___ to deliver."
"math-v1-126, math-staging-026",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,for the quadratic equation x 2 3x 5 0 what is the
"math-v1-127, math-staging-027",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the roots of the equation 2x 2 x 4 are which of
"math-v1-128, math-staging-028",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,if a parabola defined by y ax 2 bx c does not
"math-v1-129, math-staging-029",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the last term in the expansion of x 2y 5
"math-v1-130, math-staging-030",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the larger root of the equation x 3 x 4 0 is
"math-v1-131, math-staging-031",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,express 1 x 1 1 x as a single simplified fraction
"math-v1-132, math-staging-032",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the sum of the infinite geometric series 3 1 1
"math-v1-133, math-staging-033",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the radian measure of the angle formed by the hour
"math-v1-134, math-staging-034",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,evaluate 15 3 2 6 3
"math-v1-135, math-staging-035",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,given the lines 3x y 8 0 and 2x ky 9 0
"math-v1-136, math-staging-036",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,simplify 3 7 3 7
"math-v1-137, math-staging-037",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the product of the square roots of two consecutive positive integers is
"math-v1-138, math-staging-038",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,using c 5 9 f 32 what is f when c 20
"math-v1-139, math-staging-039",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what number added to 6 of itself equals 31 8
"math-v1-140, math-staging-040",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,if x 5 is a factor of 2x 2 m x 35
"math-v1-141, math-staging-041",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the quotient when 2x 3 3x 2 5x 6 is
"math-v1-142, math-staging-042",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,a room is 8 feet longer than it is wide if each
"math-v1-143, math-staging-043",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the greatest common factor of 3x 2 6x 9 6x
"math-v1-144, math-staging-044",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the equation of the line that passes through 2 5
"math-v1-145, math-staging-045",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,two triangles have two pairs of corresponding sides congruent if the included
"math-v1-146, math-staging-046",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,given r is the midpoint of ms and tr is perpendicular to
"math-v1-147, math-staging-047",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the side lengths 27 36 and 45 form what type of triangle
"math-v1-148, math-staging-048",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,a square is inscribed in a circle so that the distance from
"math-v1-149, math-staging-049",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the distance from the point 2 3 to the line
"math-v1-150, math-staging-050",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what value of x gives the maximum value for the quadratic expression
"reading-v1-005, reading-v1-025, reading-v1-045, reading-v1-065, reading-v1-085, reading-v1-095",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which statement is an opinion
"reading-v1-015, reading-v1-035, reading-v1-055, reading-v1-075",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which statement is a fact
"filipino-v1-020, filipino-v1-060, filipino-v1-070",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,alin sa sumusunod ang may wastong ayos ng pangungusap
"filipino-v1-030, filipino-v1-100",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,alin sa sumusunod ang pangungusap na pasalaysay
"filipino-v1-050, filipino-v1-090",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,alin sa sumusunod ang pangungusap na patanong
"science-v1-053, science-v1-102, science-staging-002",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which type of rock forms from cooled magma or lava
"science-v1-101, science-staging-001",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,chlorine melts at 101 c and boils at 34 5 c in
"science-v1-103, science-staging-003",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the equivalent of 1 00 kg cm in grams per
"science-v1-104, science-staging-004",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which of the following is a vector quantity
"science-v1-105, science-staging-005",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,four cyclists travel from the same intersection with displacement vectors a 2
"science-v1-106, science-staging-006",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,a student tests mouthwashes on paper circles placed on nutrient agar which
"science-v1-107, science-staging-007",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,if an object moves equal distances in equal times it is moving
"science-v1-108, science-staging-008",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,whenever one particle exerts a force on a second particle the second
"science-v1-109, science-staging-009",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,given equal volumes which mass yields the highest density
